PC1,PC2,risk_level
<<<<<<< HEAD
-0.03666197818934014,0.5139638628732207,Low
-0.5477678047057785,-0.3239877073083339,Low
0.2136801723613928,0.3874148181809758,Medium
1.8923223851979472,-0.8750845207977294,High
0.049711535096618076,0.46157629302307546,Low
0.3202149187262857,0.3269852913613455,Medium
0.27318073587254077,0.3719585405943645,Medium
-0.023213805116661046,0.5178023495340015,Low
0.09777225545935586,0.4578814833199941,Low
0.0436731995871148,0.46841255982226726,Low
-0.5404739521996372,-0.3442056421082878,Low
2.040139214690358,-0.9065408493913977,High
0.16092778127022012,0.42737818338621614,Low
-0.4663997537845381,-0.4292730494073438,Low
-0.6540677267052666,-0.23761063202520713,Low
-0.5508236892993228,-0.3493316627482572,Low
-0.6349329877459922,-0.305612818430066,Low
-0.4439459445815088,-0.41605756575845765,Medium
-0.04381896306138566,0.5210385363866098,Low
0.027793999242487488,0.5283903790880898,Low
1.0678965260087707,-0.16331225436004548,High
0.08567275848362615,0.4568819153211058,Low
1.5836560329488842,-0.6693516142478751,High
1.8768755823091279,-0.7936251602131069,High
0.09432514159646288,0.4183393884269173,Low
0.0743536304881024,0.5006626249579251,Low
0.28360589462704455,0.35464671637914336,Medium
0.18522626490480365,0.4073451037227579,High
-0.030729993969343283,0.5106450662782243,Low
0.29312637799763375,0.3448150609820647,High
1.005077027619213,-0.29452299447449987,Medium
-0.6124507290132318,-0.2994556569206124,Low
1.8983208758840375,-0.7736833101440405,High
0.1018126244099245,0.48282422852632567,Low
-0.29038185980546233,-0.49655591587458114,Medium
-0.6192192145842652,-0.33818328694510486,Low
0.25822839048187407,0.3257630202698023,Medium
0.1641116202979458,0.3671487641895337,Low
-0.671394987926478,-0.22932732058553368,Low
0.04931632149849696,0.4919005553529009,Low
-0.6073494630436358,-0.3164386304470564,Low
-0.5846381219220276,-0.3377115212820377,Low
0.09055515029202932,0.4318885797722718,Low
-0.0156069805768565,0.5020782934085488,Low
0.05628824048609238,0.4364044409065915,Low
-0.04216911423023473,0.5131978170069582,Low
0.10744550650382223,0.42858489212582496,Low
0.06230772113590061,0.4423012359492424,Low
0.1435334128472746,0.4062555302020199,Low
-0.6108682096995837,-0.3213616091413222,Low
-0.6248999054902745,-0.3032020174289113,Low
-0.615615117683648,-0.323774434203239,Low
-0.5907001452062086,-0.33150853420707155,Low
1.400911456522506,-0.5699094791999576,High
1.4887181138384136,-0.5979906220226843,High
0.04975869987134779,-0.885943040925043,Medium
-0.5124754880715284,-0.36287922450507415,Low
0.04057427924482282,0.479341260380418,Low
0.42518857367403007,0.2519877590398556,High
0.054469866178618376,0.4806693941003761,Low
1.9153723270652578,-0.9110325615285438,High
-0.519493989088128,-0.334087828655442,Medium
1.1271214355396115,-0.3644565075448645,High
-0.006169796565990759,0.49570169228980354,Medium
-0.4313743187572272,-0.3914029256118675,Medium
0.4300239174044602,0.04775462892692445,Low
0.139212658156881,0.4126238208814391,Low
1.2181622623834867,-0.23921632779391955,High
0.11143699069363655,0.4312747186823547,Low
0.014633393920980287,0.543981534063072,Low
-0.5188484290816551,-0.3583814442720284,Low
0.1528131554267299,0.40081722446168433,Low
-0.017759117846271932,0.5177848289110792,Low
0.1246025638237771,0.40794897445701983,Low
-0.530750382282113,-0.34063179260345433,Low
-0.5946132204182489,-0.295615978762028,Low
-0.47816004211951957,-0.3799489545533421,Low
0.45326594044245594,0.03786008525306633,Low
0.16473742215858,0.3975979494085343,Low
0.00788321394197733,0.46359008432005844,Low
-0.5753270777997161,-0.33237030917982,Medium
-0.6331134553646446,-0.30822573971981926,Low
-0.4346720789391789,-0.4325010684886409,Low
-0.6305166693763005,-0.2879604731155898,Low
-0.3665561921037379,-0.45520532651370943,Medium
0.14848911074809235,0.41751893333193957,Medium
0.31080134639414814,0.3242111150707949,Medium
-0.5035103714381127,-0.37026961582361295,Low
0.07462097688570535,0.417705364007399,Low
-0.47216162065977857,-0.37633976866766594,Low
-0.4351511613662682,-0.4021915821723596,Medium
-0.6242452283504993,-0.2941277859927166,Low
0.13868015576248127,0.43290170017763885,Low
-0.5122064857250035,-0.35816020127357606,Low
0.11515326767570333,0.421299750994901,Low
-0.02433784090470137,0.5162909153139259,Low
0.14955632822470055,0.4188785823086234,Low
-0.534163233746648,-0.3587947978624999,Medium
0.12265180179602586,0.4476546824148079,Low
0.15344946761055422,-0.9079555977204492,High
0.18446274629614712,0.42065883059460185,Medium
-0.5888556179817,-0.30063076576549175,Low
-0.6495473485253563,-0.2395477313596418,Low
0.43742852084891815,0.26410876605230243,Medium
-0.6385500399483913,-0.2963251350815018,Low
0.16288011950662618,0.4099901136966031,Low
-0.5349606081843412,-0.35013072018118807,Low
-0.6235763466895625,-0.31593757273027967,Low
-0.06099474839064967,-0.8346948034438536,Low
-0.47184101965118147,-0.39446025928467765,Medium
-0.6079843957012101,-0.321396312380507,Low
0.1927037522018531,0.3589125132207418,Medium
1.438619143522465,-0.3638455962440308,High
0.17930116515885552,0.39871736748443365,Low
0.1781087284464823,0.44246355694122474,Low
0.07129386889451234,0.46162391884522047,Low
-0.04279798445297189,-0.8313112376065177,Low
0.09751338337128901,0.40588450222347017,Low
0.5610225437360508,0.006503407868303113,Low
-0.42229362493305705,-0.4188906365009092,Medium
-0.579109013915079,-0.3195162826502496,Low
-0.6208436451048513,-0.3045813574166059,Low
-0.6023849905133928,-0.31323573916157754,Low
0.1013176817151149,0.39546796647466376,Low
-0.6637339853050757,-0.24745584043410712,Low
